Match_id,season,city,date,team1,team2,toss_win,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_the_match,venue,match_refree,reserve_umpire,tv_umpire,umpire1,umpire2
99,2018,Jaipur,2018-05-08,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,15,0,JC Buttler,Sawai Mansingh Stadium,J Srinath,N Pandit,YC Barde,M Erasmus,Nitin Menon
100,2018,Kolkata,2018-05-09,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,102,0,Ishan Kishan,Eden Gardens,Prakash Bhatt,R Pandit,HDPK Dharmasena,KN Ananthapadmanabhan,AK Chaudhary
101,2018,Delhi,2018-05-10,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,Arun Jaitley Stadium,M Nayyar,HAS Khalid,S Ravi,AY Dandekar,C Shamshuddin
102,2018,Jaipur,2018-05-11,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,4,JC Buttler,Sawai Mansingh Stadium,J Srinath,N Pandit,Nitin Menon,M Erasmus,YC Barde
103,2018,Indore,2018-05-12,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,31,0,SP Narine,Holkar Cricket Stadium,AJ Pycroft,GR Sadashiv Iyer,BNJ Oxenford,CK Nandan,VK Sharma
104,2018,Delhi,2018-05-12,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,Arun Jaitley Stadium,Prakash Bhatt,K Srinath,AK Chaudhary,KN Ananthapadmanabhan,HDPK Dharmasena
105,2018,Pune,2018-05-13,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,AT Rayudu,Maharashtra Cricket Association Stadium,M Nayyar,HAS Khalid,AY Dandekar,M Erasmus,YC Barde
106,2018,Mumbai,2018-05-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JC Buttler,Wankhede Stadium,J Srinath,UV Gandhe,C Shamshuddin,Nitin Menon,S Ravi
107,2018,Indore,2018-05-14,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,UT Yadav,Holkar Cricket Stadium,AJ Pycroft,GR Sadashiv Iyer,CK Nandan,BNJ Oxenford,VK Sharma
108,2018,Kolkata,2018-05-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,Kuldeep Yadav,Eden Gardens,M Nayyar,K Srinath,VA Kulkarni,AK Chaudhary,HDPK Dharmasena
109,2018,Mumbai,2018-05-16,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,3,0,JJ Bumrah,Wankhede Stadium,J Srinath,UV Gandhe,YC Barde,M Erasmus,Nitin Menon
110,2018,Bengaluru,2018-05-17,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,14,0,AB de Villiers,M.Chinnaswamy Stadium,Prakash Bhatt,HAS Khalid,C Shamshuddin,AY Dandekar,S Ravi
111,2018,Delhi,2018-05-18,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Daredevils,34,0,HV Patel,Arun Jaitley Stadium,M Nayyar,K Srinath,CK Nandan,HDPK Dharmasena,VA Kulkarni
112,2018,Jaipur,2018-05-19,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,30,0,S Gopal,Sawai Mansingh Stadium,AJ Pycroft,GR Sadashiv Iyer,C Shamshuddin,BNJ Oxenford,VK Sharma
113,2018,Hyderabad,2018-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,CA Lynn,Rajiv Gandhi International Stadium,Prakash Bhatt,HAS Khalid,AY Dandekar,AK Chaudhary,S Ravi
114,2018,Delhi,2018-05-20,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Delhi Daredevils,11,0,A Mishra,Arun Jaitley Stadium,M Nayyar,K Srinath,VA Kulkarni,HDPK Dharmasena,CK Nandan
115,2018,Pune,2018-05-20,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,L Ngidi,Maharashtra Cricket Association Stadium,J Srinath,UV Gandhe,M Erasmus,Nitin Menon,YC Barde
116,2018,Mumbai,2018-05-22,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,2,F du Plessis,Wankhede Stadium,AJ Pycroft,YC Barde,S Ravi,C Shamshuddin,M Erasmus
117,2018,Kolkata,2018-05-23,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,25,0,AD Russell,Eden Gardens,J Srinath,A Nand Kishore,HDPK Dharmasena,AK Chaudhary,Nitin Menon
118,2018,Kolkata,2018-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,14,0,Rashid Khan,Eden Gardens,J Srinath,A Nand Kishore,AK Chaudhary,HDPK Dharmasena,Nitin Menon
119,2018,Mumbai,2018-05-27,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,SR Watson,Wankhede Stadium,AJ Pycroft,YC Barde,Nitin Menon,M Erasmus,S Ravi
120,2019,Chennai,2019-03-23,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,Harbhajan Singh,MA Chidambaram Stadium,J Srinath,HAS Khalid,Nitin Menon,AY Dandekar,BNJ Oxenford
121,2019,Kolkata,2019-03-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,AD Russell,Eden Gardens,V Narayan Kutty,GR Sadashiv Iyer,VA Kulkarni,AK Chaudhary,CB Gaffaney
122,2019,Mumbai,2019-03-24,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,37,0,RR Pant,Wankhede Stadium,M Nayyar,BK Ravi,CK Nandan,S Ravi,YC Barde
123,2019,Jaipur,2019-03-25,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,14,0,CH Gayle,Sawai Mansingh Stadium,Chinmay Sharma,K Srinath,BNJ Oxenford,C Shamshuddin,KN Ananthapadmanabhan
124,2019,Delhi,2019-03-26,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,0,6,SR Watson,Arun Jaitley Stadium,J Srinath,HAS Khalid,AY Dandekar,M Erasmus,Nitin Menon
125,2019,Kolkata,2019-03-27,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,AD Russell,Eden Gardens,V Narayan Kutty,GR Sadashiv Iyer,CB Gaffaney,AK Chaudhary,VA Kulkarni
126,2019,Bengaluru,2019-03-28,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,6,0,JJ Bumrah,M.Chinnaswamy Stadium,M Nayyar,BK Ravi,YC Barde,CK Nandan,S Ravi
127,2019,Hyderabad,2019-03-29,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,5,Rashid Khan,Rajiv Gandhi International Stadium,Chinmay Sharma,K Srinath,KN Ananthapadmanabhan,BNJ Oxenford,C Shamshuddin
128,2019,Chandigarh,2019-03-30,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,MA Agarwal,Punjab Cricket Association IS Bindra Stadium,V Narayan Kutty,GR Sadashiv Iyer,AK Chaudhary,CB Gaffaney,VA Kulkarni
129,2019,Delhi,2019-03-30,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,tie,0,Delhi Capitals,0,0,PP Shaw,Arun Jaitley Stadium,J Srinath,HAS Khalid,M Erasmus,AY Dandekar,Nitin Menon
130,2019,Hyderabad,2019-03-31,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,118,0,JM Bairstow,Rajiv Gandhi International Stadium,Chinmay Sharma,K Srinath,C Shamshuddin,KN Ananthapadmanabhan,S Ravi
131,2019,Chennai,2019-03-31,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,8,0,MS Dhoni,MA Chidambaram Stadium,M Nayyar,BK Ravi,BNJ Oxenford,CK Nandan,YC Barde
132,2019,Chandigarh,2019-04-01,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,14,0,SM Curran,Punjab Cricket Association IS Bindra Stadium,V Narayan Kutty,GR Sadashiv Iyer,VA Kulkarni,AK Chaudhary,CB Gaffaney
133,2019,Jaipur,2019-04-02,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,S Gopal,Sawai Mansingh Stadium,J Srinath,HAS Khalid,Nitin Menon,AY Dandekar,M Erasmus
134,2019,Mumbai,2019-04-03,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,37,0,HH Pandya,Wankhede Stadium,M Nayyar,BK Ravi,YC Barde,BNJ Oxenford,RJ Tucker
135,2019,Delhi,2019-04-04,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,JM Bairstow,Arun Jaitley Stadium,Chinmay Sharma,K Srinath,S Ravi,C Shamshuddin,KN Ananthapadmanabhan
136,2019,Bengaluru,2019-04-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,M.Chinnaswamy Stadium,V Narayan Kutty,GR Sadashiv Iyer,CK Nandan,AK Chaudhary,CB Gaffaney
137,2019,Chennai,2019-04-06,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,Harbhajan Singh,MA Chidambaram Stadium,Chinmay Sharma,K Srinath,C Shamshuddin,KN Ananthapadmanabhan,RJ Tucker
138,2019,Hyderabad,2019-04-06,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,40,0,AS Joseph,Rajiv Gandhi International Stadium,J Srinath,HAS Khalid,M Erasmus,AY Dandekar,Nitin Menon
139,2019,Bengaluru,2019-04-07,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,K Rabada,M.Chinnaswamy Stadium,M Nayyar,BK Ravi,CK Nandan,S Ravi,YC Barde
140,2019,Jaipur,2019-04-07,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,HF Gurney,Sawai Mansingh Stadium,V Narayan Kutty,GR Sadashiv Iyer,BNJ Oxenford,AK Chaudhary,CB Gaffaney
141,2019,Chandigarh,2019-04-08,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,J Srinath,HAS Khalid,Nitin Menon,AY Dandekar,M Erasmus
142,2019,Chennai,2019-04-09,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,DL Chahar,MA Chidambaram Stadium,Prakash Bhatt,K Srinath,UV Gandhe,C Shamshuddin,RJ Tucker
143,2019,Mumbai,2019-04-10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,KA Pollard,Wankhede Stadium,M Nayyar,K Srinivasan,CK Nandan,S Ravi,YC Barde
144,2019,Jaipur,2019-04-11,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Sawai Mansingh Stadium,Prakash Bhatt,GR Sadashiv Iyer,CB Gaffaney,BNJ Oxenford,UV Gandhe
145,2019,Kolkata,2019-04-12,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Dhawan,Eden Gardens,M Nayyar,BK Ravi,RJ Tucker,CK Nandan,YC Barde
146,2019,Mumbai,2019-04-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,JC Buttler,Wankhede Stadium,J Srinath,N Pandit,M Erasmus,A Nand Kishore,Nitin Menon
147,2019,Chandigarh,2019-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,Prakash Bhatt,K Srinath,NJ Llong,S Ravi,UV Gandhe
148,2019,Kolkata,2019-04-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,Imran Tahir,Eden Gardens,M Nayyar,BK Ravi,YC Barde,CK Nandan,RJ Tucker
149,2019,Hyderabad,2019-04-14,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,39,0,KMA Paul,Rajiv Gandhi International Stadium,V Narayan Kutty,GR Sadashiv Iyer,CB Gaffaney,AK Chaudhary,BNJ Oxenford
150,2019,Mumbai,2019-04-15,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SL Malinga,Wankhede Stadium,J Srinath,N Pandit,A Nand Kishore,M Erasmus,Nitin Menon
151,2019,Chandigarh,2019-04-16,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,12,0,R Ashwin,Punjab Cricket Association IS Bindra Stadium,AJ Pycroft,K Srinivasan,S Ravi,AK Chaudhary,VA Kulkarni
152,2019,Hyderabad,2019-04-17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,0,6,DA Warner,Rajiv Gandhi International Stadium,Prakash Bhatt,BK Ravi,C Shamshuddin,IJ Gould,UV Gandhe
153,2019,Delhi,2019-04-18,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,40,0,HH Pandya,Arun Jaitley Stadium,J Srinath,N Pandit,AK Chaudhary,BNJ Oxenford,NJ Llong
154,2019,Kolkata,2019-04-19,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,10,0,V Kohli,Eden Gardens,AJ Pycroft,K Srinath,AY Dandekar,IJ Gould,Nitin Menon
155,2019,Jaipur,2019-04-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SPD Smith,Sawai Mansingh Stadium,M Nayyar,K Srinivasan,CK Nandan,S Ravi,YC Barde
156,2019,Delhi,2019-04-20,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,SS Iyer,Arun Jaitley Stadium,Prakash Bhatt,N Pandit,BNJ Oxenford,C Shamshuddin,UV Gandhe
157,2019,Hyderabad,2019-04-21,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,KK Ahmed,Rajiv Gandhi International Stadium,AJ Pycroft,K Srinath,IJ Gould,NJ Llong,Nitin Menon
158,2019,Bengaluru,2019-04-21,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,1,0,PA Patel,M.Chinnaswamy Stadium,J Srinath,BK Ravi,AK Chaudhary,RJ Tucker,VA Kulkarni
159,2019,Jaipur,2019-04-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,RR Pant,Sawai Mansingh Stadium,M Nayyar,K Srinath,YC Barde,A Nand Kishore,S Ravi
160,2019,Chennai,2019-04-23,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SR Watson,MA Chidambaram Stadium,V Narayan Kutty,N Pandit,VA Kulkarni,AK Chaudhary,NJ Llong
161,2019,Bengaluru,2019-04-24,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,17,0,AB de Villiers,M.Chinnaswamy Stadium,J Srinath,K Srinivasan,RJ Tucker,BNJ Oxenford,C Shamshuddin
162,2019,Kolkata,2019-04-25,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,VR Aaron,Eden Gardens,AJ Pycroft,HAS Khalid,Nitin Menon,AY Dandekar,IJ Gould
163,2019,Chennai,2019-04-26,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,46,0,RG Sharma,MA Chidambaram Stadium,V Narayan Kutty,N Pandit,VA Kulkarni,AK Chaudhary,NJ Llong
164,2019,Jaipur,2019-04-27,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JD Unadkat,Sawai Mansingh Stadium,M Nayyar,K Srinivasan,S Ravi,A Nand Kishore,YC Barde
165,2019,Delhi,2019-04-28,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,16,0,S Dhawan,Arun Jaitley Stadium,J Srinath,N Pandit,C Shamshuddin,BNJ Oxenford,KN Ananthapadmanabhan
166,2019,Kolkata,2019-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,34,0,AD Russell,Eden Gardens,AJ Pycroft,HAS Khalid,AY Dandekar,IJ Gould,Nitin Menon
167,2019,Hyderabad,2019-04-29,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,45,0,DA Warner,Rajiv Gandhi International Stadium,M Nayyar,K Srinivasan,A Nand Kishore,CK Nandan,S Ravi
168,2019,Bengaluru,2019-04-30,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,0,,0,0,,M.Chinnaswamy Stadium,V Narayan Kutty,GR Sadashiv Iyer,AK Chaudhary,NJ Llong,UV Gandhe
169,2019,Chennai,2019-05-01,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,80,0,MS Dhoni,MA Chidambaram Stadium,AJ Pycroft,HAS Khalid,IJ Gould,AY Dandekar,Nitin Menon
170,2019,Mumbai,2019-05-02,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,tie,0,Mumbai Indians,0,0,JJ Bumrah,Wankhede Stadium,M Nayyar,K Srinivasan,A Nand Kishore,CK Nandan,S Ravi
171,2019,Chandigarh,2019-05-03,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,Shubman Gill,Punjab Cricket Association IS Bindra Stadium,J Srinath,N Pandit,KN Ananthapadmanabhan,BNJ Oxenford,C Shamshuddin
172,2019,Delhi,2019-05-04,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,5,A Mishra,Arun Jaitley Stadium,AJ Pycroft,HAS Khalid,Nitin Menon,AY Dandekar,IJ Gould
173,2019,Bengaluru,2019-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,SO Hetmyer,M.Chinnaswamy Stadium,V Narayan Kutty,,UV Gandhe,AK Chaudhary,NJ Llong
174,2019,Chandigarh,2019-05-05,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,J Srinath,N Pandit,BNJ Oxenford,C Shamshuddin,KN Ananthapadmanabhan
175,2019,Mumbai,2019-05-05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,HH Pandya,Wankhede Stadium,M Nayyar,K Srinivasan,S Ravi,A Nand Kishore,CK Nandan
176,2019,Chennai,2019-05-07,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,SA Yadav,MA Chidambaram Stadium,J Srinath,CK Nandan,IJ Gould,NJ Llong,Nitin Menon
177,2019,Visakhapatnam,2019-05-08,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,AJ Pycroft,C Shamshuddin,AK Chaudhary,BNJ Oxenford,S Ravi
178,2019,Visakhapatnam,2019-05-10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,AJ Pycroft,AK Chaudhary,C Shamshuddin,BNJ Oxenford,S Ravi
179,2019,Hyderabad,2019-05-12,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,JJ Bumrah,Rajiv Gandhi International Stadium,J Srinath,CK Nandan,NJ Llong,IJ Gould,Nitin Menon
180,2020/21,Abu Dhabi,2020-09-19,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,AT Rayudu,Sheikh Zayed Stadium,M Nayyar,UV Gandhe,S Ravi,CB Gaffaney,VK Sharma
181,2020/21,0,2020-09-20,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,tie,0,Delhi Capitals,0,0,MP Stoinis,Dubai International Cricket Stadium,J Srinath,YC Barde,PR Reiffel,AK Chaudhary,Nitin Menon
182,2020/21,Abu Dhabi,2020-10-21,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,8,Mohammed Siraj,Sheikh Zayed Stadium,Shakti Singh,UV Gandhe,CB Gaffaney,VK Sharma,S Ravi
183,2020/21,0,2020-11-03,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,S Nadeem,Sharjah Cricket Stadium,Prakash Bhatt,VA Kulkarni,KN Ananthapadmanabhan,C Shamshuddin,RK Illingworth
184,2020/21,0,2020-09-22,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Rajasthan Royals,16,0,SV Samson,Sharjah Cricket Stadium,V Narayan Kutty,K Srinivasan,KN Ananthapadmanabhan,C Shamshuddin,VA Kulkarni
185,2020/21,Abu Dhabi,2020-10-24,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,59,0,CV Varun,Sheikh Zayed Stadium,M Nayyar,UV Gandhe,S Ravi,CB Gaffaney,PG Pathak
186,2020/21,0,2020-10-24,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,12,0,CJ Jordan,Dubai International Cricket Stadium,J Srinath,YC Barde,Nitin Menon,AY Dandekar,PR Reiffel
187,2020/21,Abu Dhabi,2020-10-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SA Yadav,Sheikh Zayed Stadium,M Nayyar,PG Pathak,S Ravi,UV Gandhe,CB Gaffaney
188,2020/21,0,2020-10-09,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Delhi Capitals,46,0,R Ashwin,Sharjah Cricket Stadium,V Narayan Kutty,K Srinivasan,VA Kulkarni,KN Ananthapadmanabhan,C Shamshuddin
189,2020/21,Abu Dhabi,2020-10-07,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,10,0,RA Tripathi,Sheikh Zayed Stadium,V Narayan Kutty,K Srinivasan,C Shamshuddin,KN Ananthapadmanabhan,RK Illingworth
190,2020/21,0,2020-10-31,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,Sandeep Sharma,Sharjah Cricket Stadium,V Narayan Kutty,VA Kulkarni,C Shamshuddin,KN Ananthapadmanabhan,K Srinivasan
191,2020/21,Abu Dhabi,2020-10-01,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,48,0,KA Pollard,Sheikh Zayed Stadium,M Nayyar,PG Pathak,UV Gandhe,VK Sharma,S Ravi
192,2020/21,0,2020-09-30,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,37,0,Shivam Mavi,Dubai International Cricket Stadium,V Narayan Kutty,K Srinivasan,VA Kulkarni,KN Ananthapadmanabhan,C Shamshuddin
193,2020/21,Abu Dhabi,2020-11-02,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,A Nortje,Sheikh Zayed Stadium,M Nayyar,PG Pathak,VK Sharma,CB Gaffaney,S Ravi
194,2020/21,Abu Dhabi,2020-11-01,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,9,RD Gaikwad,Sheikh Zayed Stadium,M Nayyar,UV Gandhe,CB Gaffaney,PG Pathak,VK Sharma
195,2020/21,0,2020-10-11,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,5,R Tewatia,Dubai International Cricket Stadium,Prakash Bhatt,AY Dandekar,Nitin Menon,YC Barde,PR Reiffel
196,2020/21,Abu Dhabi,2020-09-23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,49,0,RG Sharma,Sheikh Zayed Stadium,M Nayyar,PG Pathak,VK Sharma,CB Gaffaney,S Ravi
197,2020/21,0,2020-10-17,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,0,5,S Dhawan,Sharjah Cricket Stadium,V Narayan Kutty,VA Kulkarni,C Shamshuddin,KN Ananthapadmanabhan,RK Illingworth
198,2020/21,0,2020-09-24,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,97,0,KL Rahul,Dubai International Cricket Stadium,J Srinath,AY Dandekar,Nitin Menon,AK Chaudhary,PR Reiffel
199,2020/21,Abu Dhabi,2020-10-06,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,57,0,SA Yadav,Sheikh Zayed Stadium,Shakti Singh,UV Gandhe,CB Gaffaney,VK Sharma,S Ravi
200,2020/21,Abu Dhabi,2020-10-18,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,tie,0,Kolkata Knight Riders,0,0,LH Ferguson,Sheikh Zayed Stadium,M Nayyar,UV Gandhe,VK Sharma,PG Pathak,S Ravi
201,2020/21,0,2020-10-04,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0,10,SR Watson,Dubai International Cricket Stadium,J Srinath,YC Barde,PR Reiffel,AY Dandekar,Nitin Menon
